lith_word_studied,eng_word_studied,participant_id,delay_group,study1_start,study2_start,study3_start,study4_start,study5_start,jol_start,recall_start,jol_value,eng_word_response,recall_accuracy,study_test_lag
akis,eye,H10,H,1475087479,1475088140,1475088842,1475089743,1475090383,1475091094,1475689988,69,unsure,0,9993.416667
masina,car,H10,H,1475087491,1475088130,1475088884,1475089723,1475090419,1475091074,1475689984,51,unsure,0,9992.75
pinigine,wallet,H10,H,1475087503,1475088103,1475088826,1475089707,1475090395,1475091078,1475689986,50,unsure,0,9993.183333
laikrodis,clock,H10,H,1475087513,1475088182,1475088923,1475089806,1475090481,1475091118,1475690006,59,unsure,0,9992.083333
laiptelis,stair,H10,H,1475087526,1475088168,1475088913,1475089756,1475090451,1475091097,1475689989,59,unsure,0,9992.3
kumpis,ham,H10,H,1475087542,1475088218,1475088900,1475089770,1475090465,1475091114,1475689991,90,unsure,0,9992.1
duona,bread,H10,H,1475087554,1475088198,1475088935,1475089794,1475090435,1475091103,1475690008,69,building,0,9992.883333
vaistas,drug,H10,H,1475087568,1475088208,1475088947,1475089782,1475090498,1475091133,1475690017,70,unsure,0,9991.983333
pastatas,building,H11,H,1475165115,1475165793,1475166401,1475167378,1475167970,1475168738,1475771056,80,building,1,10051.43333
mesa,meat,H11,H,1475165127,1475165767,1475166458,1475167347,1475167995,1475168732,1475771067,95,meat,1,10051.2
kreida,chalk,H11,H,1475165141,1475165751,1475166417,1475167398,1475167985,1475168722,1475771075,60,chalk,1,10051.5
bugnas,drum,H11,H,1475165155,1475165781,1475166431,1475167388,1475168005,1475168750,1475771070,40,ball,0,10051.08333
muilas,soap,H11,H,1475165167,1475165807,1475166448,1475167364,1475168015,1475168744,1475771080,50,city,0,10051.08333
rusys,basement,H11,H,1475165184,1475165849,1475166498,1475167440,1475168043,1475168756,1475771085,40,axe,0,10050.7
mokykla,school,H11,H,1475165198,1475165862,1475166526,1475167464,1475168079,1475168768,1475771090,70,school,1,10050.18333
dirzas,belt,H11,H,1475165214,1475165872,1475166510,1475167412,1475168031,1475168772,1475771095,40,belt,1,10051.06667
pupa,bean,H11,H,1475165226,1475165821,1475166470,1475167452,1475168055,1475168763,1475771099,100,bean,1,10050.73333
nafta,oil,H11,H,1475165242,1475165835,1475166484,1475167424,1475168069,1475168759,1475771093,60,oil,1,10050.4
sausainis,cookie,H11,H,1475165252,1475165928,1475166597,1475167517,1475168126,1475168794,1475771121,50,unsure,0,10049.91667
purvas,dirt,H11,H,1475165262,1475165938,1475166565,1475167505,1475168136,1475168799,1475771163,20,dirt,1,10050.45
traukinys,train,H11,H,1475165272,1475165884,1475166538,1475167476,1475168104,1475168789,1475771102,20,unsure,0,10049.96667
arbata,tea,H11,H,1475165283,1475165900,1475166581,1475167527,1475168090,1475168781,1475771117,100,tea,1,10050.45
smuikas,violin,H11,H,1475165299,1475165916,1475166555,1475167493,1475168116,1475168784,1475771167,0,unsure,0,10050.85
burna,mouth,H11,H,1475165315,1475166013,1475166639,1475167591,1475168205,1475168811,1475771218,80,mouth,1,10050.21667
daina,song,H11,H,1475165325,1475165997,1475166609,1475167577,1475168192,1475168826,1475771269,60,unsure,0,10051.28333
zele,jelly,H11,H,1475165341,1475165981,1475166665,1475167541,1475168178,1475168822,1475771197,70,jealous,0,10050.31667
kriaukle,sink,H11,H,1475165351,1475165964,1475166649,1475167551,1475168150,1475168816,1475771222,50,teacher,0,10051.2
kamuolys,ball,H11,H,1475165361,1475165948,1475166623,1475167563,1475168164,1475168804,1475771283,5,unsure,0,10051.98333
gelezis,iron,H11,H,1475165371,1475166085,1475166738,1475167650,1475168271,1475168830,1475771345,30,giraffe,0,10051.23333
kardas,sword,H11,H,1475165387,1475166025,1475166728,1475167666,1475168261,1475168855,1475771392,50,unsure,0,10052.18333
tiltas,bridge,H11,H,1475165402,1475166069,1475166698,1475167634,1475168219,1475168850,1475771432,80,bridge,1,10053.55
smegenys,brain,H11,H,1475165412,1475166053,1475166714,1475167620,1475168245,1475168845,1475771339,80,brain,1,10051.56667
sesuo,sister,H11,H,1475165428,1475166039,1475166682,1475167604,1475168233,1475168840,1475771330,70,sister,1,10051.61667
padazas,gravy,H11,H,1475165444,1475166096,1475166774,1475167678,1475168324,1475168882,1475771555,10,pants,0,10053.85
plyta,brick,H11,H,1475165456,1475166124,1475166758,1475167710,1475168340,1475168860,1475771447,0,plate,0,10051.78333
lova,bed,H11,H,1475165468,1475166144,1475166789,1475167723,1475168283,1475168866,1475771444,90,bed,1,10052.68333
upe,river,H11,H,1475165482,1475166110,1475166748,1475167698,1475168295,1475168877,1475771501,70,fork,0,10053.43333
kirvis,axe,H11,H,1475165492,1475166134,1475166803,1475167688,1475168311,1475168870,1475771495,40,axe,1,10053.06667
kunigas,priest,H11,H,1475165507,1475166203,1475166823,1475167795,1475168378,1475168896,1475771570,20,unsure,0,10053.2
knyga,book,H11,H,1475165523,1475166180,1475166813,1475167751,1475168390,1475168902,1475771593,50,fork,0,10053.38333
varpas,bell,H11,H,1475165533,1475166168,1475166833,1475167767,1475168402,1475168917,1475771643,20,pants,0,10054.01667
miestas,city,H11,H,1475165547,1475166158,1475166847,1475167735,1475168352,1475168911,1475771636,40,city,1,10054.73333
lietus,rain,H11,H,1475165561,1475166190,1475166857,1475167781,1475168362,1475168890,1475771600,10,unsure,0,10053.96667
batas,shoe,H11,H,1475165575,1475166227,1475166902,1475167844,1475168416,1475168951,1475771689,80,shoe,1,10054.55
karalius,king,H11,H,1475165591,1475166267,1475166918,1475167805,1475168449,1475168942,1475771699,10,unsure,0,10054.16667
akis,eye,H11,H,1475165603,1475166253,1475166890,1475167854,1475168426,1475168960,1475771739,60,eye,1,10055.21667
masina,car,H11,H,1475165615,1475166243,1475166932,1475167834,1475168463,1475168922,1475771712,0,table,0,10054.15
pinigine,wallet,H11,H,1475165628,1475166217,1475166873,1475167817,1475168439,1475168938,1475771717,20,penguin,0,10054.63333
laikrodis,clock,H11,H,1475165638,1475166295,1475166970,1475167916,1475168525,1475168982,1475771779,30,frog,0,10054.23333
laiptelis,stair,H11,H,1475165650,1475166281,1475166960,1475167866,1475168495,1475168966,1475771743,50,wolf,0,10054.13333
kumpis,ham,H11,H,1475165666,1475166332,1475166948,1475167880,1475168509,1475168977,1475771749,60,umsure,0,10054
duona,bread,H11,H,1475165678,1475166311,1475166982,1475167904,1475168479,1475168971,1475771785,80,unsure,0,10055.1
vaistas,drug,H11,H,1475165692,1475166322,1475166994,1475167892,1475168541,1475168990,1475771837,30,unsure,0,10054.93333
pastatas,building,H12,H,1475179313,1475179952,1475180518,1475181188,1475181775,1475182503,1475789285,49,viking,0,10125.16667
mesa,meat,H12,H,1475179325,1475179926,1475180574,1475181158,1475181800,1475182501,1475789294,57,table,0,10124.9
kreida,chalk,H12,H,1475179339,1475179910,1475180534,1475181208,1475181789,1475182495,1475789302,35,table,0,10125.21667
bugnas,drum,H12,H,1475179353,1475179940,1475180548,1475181198,1475181810,1475182509,1475789298,17,violin,0,10124.8
muilas,soap,H12,H,1475179365,1475179966,1475180564,1475181174,1475181820,1475182506,1475789306,25,face,0,10124.76667
rusys,basement,H12,H,1475179381,1475180008,1475180615,1475181251,1475181848,1475182512,1475789312,23,concert,0,10124.4
mokykla,school,H12,H,1475179395,1475180021,1475180643,1475181275,1475181884,1475182521,1475789320,46,lion,0,10123.93333
dirzas,belt,H12,H,1475179412,1475180031,1475180627,1475181222,1475181836,1475182523,1475789329,76,unsure,0,10124.88333
pupa,bean,H12,H,1475179424,1475179980,1475180586,1475181263,1475181860,1475182518,1475789334,61,insect,0,10124.56667
nafta,oil,H12,H,1475179440,1475179994,1475180601,1475181234,1475181874,1475182515,1475789327,7,ear,0,10124.21667
sausainis,cookie,H12,H,1475179450,1475180087,1475180714,1475181327,1475181931,1475182535,1475789348,50,book,0,10123.61667
purvas,dirt,H12,H,1475179460,1475180097,1475180681,1475181315,1475181941,1475182537,1475789353,62,shoe,0,10123.53333
traukinys,train,H12,H,1475179470,1475180043,1475180655,1475181287,1475181909,1475182532,1475789338,47,violin,0,10123.81667
arbata,tea,H12,H,1475179480,1475180059,1475180697,1475181337,1475181894,1475182526,1475789343,99,bread,0,10124.15
smuikas,violin,H12,H,1475179496,1475180075,1475180671,1475181303,1475181921,1475182529,1475789363,51,unsure,0,10124.03333
burna,mouth,H12,H,1475179513,1475180172,1475180756,1475181402,1475182009,1475182542,1475789370,70,unsure,0,10122.68333
daina,song,H12,H,1475179523,1475180156,1475180726,1475181388,1475181997,1475182549,1475789379,28,unsure,0,10123.03333
zele,jelly,H12,H,1475179539,1475180140,1475180782,1475181351,1475181983,1475182547,1475789366,48,unsure,0,10123.05
kriaukle,sink,H12,H,1475179549,1475180124,1475180766,1475181361,1475181955,1475182545,1475789373,31,frail,0,10123.63333
kamuolys,ball,H12,H,1475179559,1475180107,1475180740,1475181374,1475181969,1475182540,1475789383,29,unsure,0,10123.56667
gelezis,iron,H12,H,1475179569,1475180245,1475180855,1475181460,1475182076,1475182553,1475789398,32,unsure,0,10122.03333
kardas,sword,H12,H,1475179585,1475180184,1475180845,1475181476,1475182066,1475182563,1475789400,36,unsure,0,10122.23333
tiltas,bridge,H12,H,1475179599,1475180228,1475180814,1475181444,1475182024,1475182562,1475789405,56,bridge,1,10123.01667
smegenys,brain,H12,H,1475179609,1475180212,1475180831,1475181430,1475182050,1475182559,1475789389,34,unsure,0,10122.31667
sesuo,sister,H12,H,1475179626,1475180198,1475180798,1475181414,1475182038,1475182555,1475789386,51,unsure,0,10122.46667
padazas,gravy,H12,H,1475179642,1475180255,1475180891,1475181489,1475182128,1475182570,1475789477,37,unsure,0,10122.48333
plyta,brick,H12,H,1475179654,1475180283,1475180875,1475181521,1475182145,1475182565,1475789462,46,unsure,0,10121.95
lova,bed,H12,H,1475179666,1475180303,1475180905,1475181533,1475182088,1475182566,1475789459,30,unsure,0,10122.85
upe,river,H12,H,1475179680,1475180269,1475180865,1475181509,1475182100,1475182569,1475789475,53,unsure,0,10122.91667
kirvis,axe,H12,H,1475179690,1475180293,1475180919,1475181499,1475182116,1475182567,1475789464,69,mouth,0,10122.46667
kunigas,priest,H12,H,1475179704,1475180362,1475180940,1475181606,1475182183,1475182573,1475789478,41,unsure,0,10121.58333
knyga,book,H12,H,1475179720,1475180339,1475180929,1475181561,1475182195,1475182575,1475789480,56,unsure,0,10121.41667
varpas,bell,H12,H,1475179730,1475180327,1475180950,1475181577,1475182207,1475182578,1475789485,73,unsure,0,10121.3
miestas,city,H12,H,1475179745,1475180317,1475180964,1475181545,1475182157,1475182577,1475789483,52,unsure,0,10122.1
lietus,rain,H12,H,1475179759,1475180350,1475180974,1475181591,1475182167,1475182572,1475789482,52,unsure,0,10121.91667
batas,shoe,H12,H,1475179773,1475180386,1475181018,1475181654,1475182221,1475182586,1475789487,58,unsue,0,10121.1
karalius,king,H12,H,1475179789,1475180426,1475181034,1475181616,1475182254,1475182583,1475789489,65,unsure,0,10120.58333
akis,eye,H12,H,1475179801,1475180412,1475181006,1475181664,1475182231,1475182588,1475789495,31,unsure,0,10121.06667
masina,car,H12,H,1475179813,1475180402,1475181048,1475181644,1475182268,1475182580,1475789491,26,unsure,0,10120.38333
pinigine,wallet,H12,H,1475179825,1475180376,1475180990,1475181628,1475182243,1475182581,1475789493,38,unsure,0,10120.83333
laikrodis,clock,H12,H,1475179835,1475180454,1475181087,1475181727,1475182330,1475182596,1475789501,59,unsure,0,10119.51667
laiptelis,stair,H12,H,1475179847,1475180440,1475181077,1475181676,1475182300,1475182590,1475789498,63,unsure,0,10119.96667
kumpis,ham,H12,H,1475179864,1475180491,1475181065,1475181690,1475182314,1475182594,1475789499,62,unsure,0,10119.75
duona,bread,H12,H,1475179876,1475180471,1475181099,1475181715,1475182284,1475182592,1475789503,45,unsure,0,10120.31667
vaistas,drug,H12,H,1475179890,1475180481,1475181111,1475181702,1475182346,1475182598,1475789505,45,unsure,0,10119.31667
pastatas,building,H13,H,1475874870,1475875612,1475876282,1475877049,1475877749,1475878472,1476478972,93,shoe,0,10020.38333
mesa,meat,H13,H,1475874882,1475875586,1475876338,1475877018,1475877774,1475878469,1476478992,100,meat,1,10020.3
kreida,chalk,H13,H,1475874896,1475875570,1475876298,1475877069,1475877764,1475878465,1476479000,90,house,0,10020.6
bugnas,drum,H13,H,1475874910,1475875600,1475876312,1475877059,1475877784,1475878483,1476478996,71,drum,1,10020.2
muilas,soap,H13,H,1475874923,1475875627,1475876328,1475877034,1475877794,1475878478,1476479009,100,unsure,0,10020.25
rusys,basement,H13,H,1475874939,1475875669,1475876378,1475877111,1475877822,1475878488,1476479027,100,house,0,10020.08333
mokykla,school,H13,H,1475874953,1475875681,1475876407,1475877135,1475877858,1475878497,1476479060,100,school,1,10020.03333
dirzas,belt,H13,H,1475874969,1475875691,1475876391,1475877083,1475877810,1475878500,1476479066,100,dirt,0,10020.93333
pupa,bean,H13,H,1475874981,1475875641,1475876350,1475877123,1475877834,1475878494,1476479072,100,bean,1,10020.63333
nafta,oil,H13,H,1475874997,1475875655,1475876364,1475877095,1475877848,1475878491,1476479063,100,oil,1,10020.25
sausainis,cookie,H13,H,1475875007,1475875748,1475876477,1475877188,1475877905,1475878515,1476479124,100,unsure,0,10020.31667
purvas,dirt,H13,H,1475875017,1475875758,1475876445,1475877176,1475877915,1475878518,1476479135,60,unsure,0,10020.33333
traukinys,train,H13,H,1475875028,1475875703,1475876419,1475877147,1475877883,1475878512,1476479075,100,unsure,0,10019.86667
arbata,tea,H13,H,1475875038,1475875719,1475876461,1475877198,1475877869,1475878503,1476479083,99,unsure,0,10020.23333
smuikas,violin,H13,H,1475875054,1475875735,1475876435,1475877164,1475877895,1475878506,1476479143,52,snake,0,10020.8
burna,mouth,H13,H,1475875070,1475875832,1475876520,1475877262,1475877984,1475878527,1476479155,100,mouth,1,10019.51667
daina,song,H13,H,1475875080,1475875816,1475876489,1475877248,1475877971,1475878540,1476479202,100,unsure,0,10020.51667
zele,jelly,H13,H,1475875096,1475875800,1475876546,1475877212,1475877957,1475878536,1476479151,100,jelly,1,10019.9
kriaukle,sink,H13,H,1475875106,1475875784,1475876530,1475877222,1475877929,1475878531,1476479186,62,unsure,0,10020.95
kamuolys,ball,H13,H,1475875116,1475875768,1475876503,1475877234,1475877943,1475878522,1476479213,100,road,0,10021.16667
gelezis,iron,H13,H,1475875127,1475875905,1475876618,1475877321,1475878050,1475878543,1476479234,100,unsure,0,10019.73333
kardas,sword,H13,H,1475875143,1475875844,1475876608,1475877337,1475878040,1475878559,1476479239,100,car,0,10019.98333
tiltas,bridge,H13,H,1475875157,1475875889,1475876578,1475877305,1475877998,1475878556,1476479253,100,bridge,1,10020.91667
smegenys,brain,H13,H,1475875167,1475875873,1475876594,1475877291,1475878024,1475878551,1476479228,90,unsure,0,10020.06667
sesuo,sister,H13,H,1475875183,1475875859,1475876562,1475877275,1475878012,1475878546,1476479221,100,unsure,0,10020.15
padazas,gravy,H13,H,1475875199,1475875915,1475876655,1475877349,1475878103,1475878575,1476479290,100,pasta,0,10019.78333
plyta,brick,H13,H,1475875211,1475875943,1475876639,1475877382,1475878119,1475878562,1476479264,100,brick,1,10019.08333
lova,bed,H13,H,1475875223,1475875963,1475876669,1475877394,1475878062,1475878565,1476479260,100,bread,0,10019.96667
upe,river,H13,H,1475875237,1475875929,1475876629,1475877369,1475878074,1475878571,1476479278,100,unsure,0,10020.06667
kirvis,axe,H13,H,1475875248,1475875953,1475876683,1475877359,1475878090,1475878568,1476479275,100,unsure,0,10019.75
kunigas,priest,H13,H,1475875262,1475876022,1475876703,1475877466,1475878157,1475878581,1476479295,62,forest,0,10018.96667
knyga,book,H13,H,1475875278,1475876000,1475876693,1475877422,1475878169,1475878589,1476479315,100,book,1,10019.1
varpas,bell,H13,H,1475875288,1475875988,1475876713,1475877438,1475878181,1475878595,1476479338,100,table,0,10019.28333
miestas,city,H13,H,1475875302,1475875978,1475876727,1475877406,1475878131,1475878592,1476479333,50,unsure,0,10020.03333
lietus,rain,H13,H,1475875316,1475876010,1475876738,1475877452,1475878141,1475878578,1476479320,100,unsure,0,10019.65
batas,shoe,H13,H,1475875330,1475876046,1475876782,1475877515,1475878195,1475878612,1476479350,100,shoe,1,10019.25
karalius,king,H13,H,1475875346,1475876087,1475876798,1475877476,1475878228,1475878609,1476479353,100,unsue,0,10018.75
akis,eye,H13,H,1475875358,1475876072,1475876770,1475877525,1475878205,1475878614,1476479405,100,eye,1,10020
masina,car,H13,H,1475875371,1475876062,1475876812,1475877505,1475878242,1475878599,1476479357,100,unsurew,0,10018.58333
pinigine,wallet,H13,H,1475875383,1475876036,1475876754,1475877488,1475878218,1475878602,1476479396,100,unsure,0,10019.63333
laikrodis,clock,H13,H,1475875393,1475876115,1475876851,1475877587,1475878304,1475878627,1476479432,100,street,0,10018.8
laiptelis,stair,H13,H,1475875405,1475876101,1475876840,1475877537,1475878274,1475878617,1476479410,100,unsure,0,10018.93333
kumpis,ham,H13,H,1475875421,1475876151,1475876828,1475877551,1475878288,1475878624,1476479419,100,unsure,0,10018.85
duona,bread,H13,H,1475875433,1475876131,1475876863,1475877575,1475878258,1475878621,1476479441,100,gum,0,10019.71667
vaistas,drug,H13,H,1475875447,1475876141,1475876875,1475877563,1475878320,1475878630,1476479448,100,unsure,0,10018.8
pastatas,building,H14,H,1476121475,1476122176,1476122728,1476123372,1476123969,1476124868,1476725695,39,mountain,0,10028.76667
mesa,meat,H14,H,1476121487,1476122150,1476122785,1476123342,1476123993,1476124862,1476725704,43,house,0,10028.51667
kreida,chalk,H14,H,1476121501,1476122134,1476122744,1476123392,1476123983,1476124850,1476725712,20,unsure,0,10028.81667
bugnas,drum,H14,H,1476121516,1476122164,1476122758,1476123382,1476124003,1476124883,1476725707,16,drum,1,10028.4
muilas,soap,H14,H,1476121528,1476122190,1476122774,1476123358,1476124013,1476124876,1476725723,0,strength,0,10028.5
rusys,basement,H14,H,1476121544,1476122233,1476122825,1476123434,1476124042,1476124888,1476725733,0,unsure,0,10028.18333
mokykla,school,H14,H,1476121558,1476122245,1476122853,1476123459,1476124078,1476124905,1476725742,0,queen,0,10027.73333
